Country Name,Country Code,Time,Time Code,"Population ages 15-64, total [SP.POP.1564.TO]",GDP (constant 2015 US$) [NY.GDP.MKTP.KD],"Population, total [SP.POP.TOTL]",Urban population [SP.URB.TOTL],Urban population (% of total population) [SP.URB.TOTL.IN.ZS],"Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN]","Life expectancy at birth, male (years) [SP.DYN.LE00.MA.IN]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",Lifetime risk of maternal death (%) [SH.MMR.RISK.ZS],Lifetime risk of maternal death (1 in: rate varies by country) [SH.MMR.RISK],Urban population growth (annual %) [SP.URB.GROW],Urban population living in areas where elevation is below 5 meters (% of total population) [EN.POP.EL5M.UR.ZS],Food production index (2014-2016 = 100) [AG.PRD.FOOD.XD],"CO2 emissions from electricity and heat production, total (% of total fuel combustion) [EN.CO2.ETOT.ZS]","Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative) [SE.TER.CUAT.BA.MA.ZS]","Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]","Primary education, pupils [SE.PRM.ENRL]","Primary education, teachers [SE.PRM.TCHR]","Primary education, duration (years) [SE.PRM.DURS]"
American Samoa,ASM,2004,YR2004,33351,755198473.3,57626,50825,88.198,null,null,null,null,null,-0.65696172,null,null,null,null,null,null,null,6
American Samoa,ASM,2005,YR2005,33435,752116030.5,57254,50441,88.1,null,null,null,null,null,-0.758402308,null,null,null,null,null,null,null,6
American Samoa,ASM,2006,YR2006,33542,721291603.1,56837,50017,88,null,null,null,null,null,-0.844138879,null,null,null,null,14.7170496,null,null,6
American Samoa,ASM,2007,YR2007,33645,734648855,56383,49561,87.9,null,null,null,null,null,-0.915871352,null,null,null,null,null,null,null,6
American Samoa,ASM,2008,YR2008,33710,715126717.6,55891,49072,87.799,null,null,null,null,null,-0.991562675,null,null,null,null,null,null,null,6
American Samoa,ASM,2009,YR2009,33691,685329771,55366,48554,87.697,null,null,null,null,null,-1.061202674,null,null,null,null,null,null,null,6
American Samoa,ASM,2010,YR2010,33669,687384732.8,54849,48044,87.594,null,null,null,null,null,-1.055932294,null,null,null,null,null,null,null,6
American Samoa,ASM,2011,YR2011,33647,687384732.8,54310,47522,87.502,null,null,null,null,null,-1.092449598,null,null,null,null,null,null,null,6
American Samoa,ASM,2012,YR2012,33521,657587786.3,53691,46937,87.42,null,null,null,null,null,-1.238648471,null,null,null,null,null,null,null,6
American Samoa,ASM,2013,YR2013,33300,641148091.6,52995,46290,87.348,null,null,null,null,null,-1.388032196,null,null,null,null,null,null,null,6
American Samoa,ASM,2014,YR2014,33003,652450381.7,52217,45579,87.288,null,null,null,null,null,-1.547887091,null,null,null,null,null,null,null,6
American Samoa,ASM,2015,YR2015,32646,673000000,51368,44812,87.238,null,null,null,null,null,-1.697112343,0.543848382,null,null,null,null,null,null,6
American Samoa,ASM,2016,YR2016,32236,661697709.9,50448,43990,87.198,null,null,null,null,null,-1.851362534,null,null,null,null,null,null,null,6
American Samoa,ASM,2017,YR2017,31783,615461068.7,49463,43117,87.17,null,null,null,null,null,-2.004498446,null,null,null,null,null,null,null,6
American Samoa,ASM,2018,YR2018,31297,631900763.4,48424,42203,87.153,null,null,null,null,null,-2.142604233,null,null,null,null,null,null,null,6
American Samoa,ASM,2019,YR2019,30760,628818320.6,47321,41239,87.147,null,null,null,null,null,-2.310689801,null,null,null,null,null,null,null,6
American Samoa,ASM,2020,YR2020,30184,660670229,46189,40255,87.153,null,null,null,null,null,-2.41501908,null,null,null,null,null,null,null,6
American Samoa,ASM,2021,YR2021,29563,648340458,45035,39257,87.169,null,null,null,null,null,-2.510444748,null,null,null,null,null,null,null,6
American Samoa,ASM,2022,YR2022,29039,null,44273,38604,87.196,null,null,null,null,null,-1.677387423,null,null,null,null,null,null,null,6
Andorra,AND,1960,YR1960,6261,null,9443,5519,58.45,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Andorra,AND,1961,YR1961,6761,null,10216,6230,60.983,null,null,null,null,null,12.11796483,null,null,null,null,null,null,null,null
Andorra,AND,1962,YR1962,7275,null,11014,6990,63.462,null,null,null,null,null,11.51042234,null,null,null,null,null,null,null,null
Andorra,AND,1963,YR1963,7804,null,11839,7799,65.872,null,null,null,null,null,10.95149641,null,null,null,null,null,null,null,null
Andorra,AND,1964,YR1964,8348,null,12690,8655,68.205,null,null,null,null,null,10.41416683,null,null,null,null,null,null,null,null
Andorra,AND,1965,YR1965,8913,null,13563,9554,70.445,null,null,null,null,null,9.882272634,null,null,null,null,null,null,null,null
Andorra,AND,1966,YR1966,9525,null,14546,10559,72.593,null,null,null,null,null,10.00186619,null,null,null,null,null,null,null,null
Andorra,AND,1967,YR1967,10229,null,15745,11752,74.641,null,null,null,null,null,10.7044862,null,null,null,null,null,null,null,null
Andorra,AND,1968,YR1968,11022,null,17079,13080,76.588,null,null,null,null,null,10.70609072,null,null,null,null,null,null,null,null
Andorra,AND,1969,YR1969,11889,null,18449,14468,78.424,null,null,null,null,null,10.08549681,null,null,null,null,null,null,null,null
Andorra,AND,1970,YR1970,12837,859121720.9,19860,15919,80.155,null,null,null,null,null,9.557405028,null,null,null,null,null,null,null,5
Andorra,AND,1971,YR1971,13860,899066287.7,21322,17437,81.78,null,null,null,null,null,9.108102096,null,null,null,null,null,null,null,5
Andorra,AND,1972,YR1972,14951,972337883.9,22832,19019,83.301,null,null,null,null,null,8.684409416,null,null,null,null,null,null,null,5
Andorra,AND,1973,YR1973,16109,1048068101,24393,20665,84.716,null,null,null,null,null,8.300296846,null,null,null,null,null,null,null,5
Andorra,AND,1974,YR1974,17319,1106956844,26003,22371,86.032,null,null,null,null,null,7.932402927,null,null,null,null,null,null,null,5
Andorra,AND,1975,YR1975,18557,1112958827,27640,24116,87.252,null,null,null,null,null,7.51100434,null,null,null,null,null,2185,142,5
Andorra,AND,1976,YR1976,19811,1149728616,29294,25891,88.382,null,null,null,null,null,7.101989734,null,null,null,null,null,null,null,5
Andorra,AND,1977,YR1977,21073,1182364532,30949,27675,89.42,null,null,null,null,null,6.663406063,null,null,null,null,null,null,null,5
Andorra,AND,1978,YR1978,22323,1199662527,32574,29440,90.378,null,null,null,null,null,6.182481527,null,null,null,null,null,null,null,5
Andorra,AND,1979,YR1979,23555,1200161073,34142,31157,91.257,null,null,null,null,null,5.668464523,null,null,null,null,null,null,null,5
Andorra,AND,1980,YR1980,24780,1226669362,35611,32785,92.064,null,null,null,null,null,5.093215463,null,null,null,null,null,null,null,5
Andorra,AND,1981,YR1981,26019,1225044338,36987,34324,92.8,null,null,null,null,null,4.587372423,null,null,null,null,null,null,null,5
Andorra,AND,1982,YR1982,27309,1240314039,38598,36079,93.474,null,null,null,null,null,4.986616068,null,null,null,null,null,null,null,5
Andorra,AND,1983,YR1983,28647,1262269065,40432,38042,94.089,null,null,null,null,null,5.297983391,null,null,null,null,null,3453,355,5
Andorra,AND,1984,YR1984,30006,1284796613,42181,39924,94.649,null,null,null,null,null,4.828683429,null,null,null,null,null,null,null,5
Andorra,AND,1985,YR1985,31376,1314622306,43809,41688,95.159,null,null,null,null,null,4.323567078,null,null,null,null,null,null,null,5
Andorra,AND,1986,YR1986,32826,1357391200,45605,43473,95.325,null,null,null,null,null,4.192673812,null,null,null,null,null,null,null,5
Andorra,AND,1987,YR1987,34363,1432687348,47635,45338,95.178,null,null,null,null,null,4.200547721,null,null,null,null,null,null,null,5
Andorra,AND,1988,YR1988,35910,1505673115,49654,47185,95.027,null,null,null,null,null,3.993051253,null,null,null,null,null,null,null,5
Andorra,AND,1989,YR1989,37445,1578352472,51639,48991,94.872,null,null,null,null,null,3.75605623,null,null,null,null,null,null,null,5
Andorra,AND,1990,YR1990,38959,1638036096,53569,50736,94.712,null,null,null,null,null,3.499911002,0,null,null,null,null,null,null,5
Andorra,AND,1991,YR1991,40463,1679740553,55434,52402,94.53,null,null,null,null,null,3.230904074,null,null,null,null,null,null,null,5
Andorra,AND,1992,YR1992,41960,1695348938,57283,54032,94.324,null,null,null,null,null,3.063170511,null,null,null,null,null,null,null,5
Andorra,AND,1993,YR1993,43434,1677861678,59156,55672,94.111,null,null,null,null,null,2.99008639,null,null,null,null,null,null,null,5
Andorra,AND,1994,YR1994,44876,1717848180,61037,57308,93.89,null,null,null,null,null,2.896290249,null,null,null,null,null,null,null,5
Andorra,AND,1995,YR1995,46281,1765217871,62928,58939,93.661,null,null,null,null,null,2.806278073,null,null,null,null,null,null,null,5
Andorra,AND,1996,YR1996,47067,1847295889,64147,59929,93.425,null,null,null,null,null,1.665751744,null,null,null,null,null,null,null,5
Andorra,AND,1997,YR1997,47233,2014802622,64682,60271,93.18,null,null,null,null,null,0.569053116,null,null,null,null,3.713279963,null,null,6
Andorra,AND,1998,YR1998,47362,2079171403,65186,60575,92.927,null,null,null,null,null,0.503120734,null,null,null,null,null,null,null,6
Andorra,AND,1999,YR1999,47476,2164398280,65655,60840,92.666,null,null,null,null,null,0.436520069,null,null,null,null,null,null,null,6
Andorra,AND,2000,YR2000,47593,2240766094,66097,61070,92.395,null,null,null,null,null,0.377327984,0,null,null,null,null,null,null,6
Andorra,AND,2001,YR2001,48829,2422701909,67820,62432,92.056,null,null,null,null,null,2.205721721,null,null,null,null,null,null,null,6
Andorra,AND,2002,YR2002,51195,2532846714,70849,64927,91.641,null,null,null,null,null,3.918559741,null,null,null,null,1.65971005,4108,324,6
Andorra,AND,2003,YR2003,53592,2753057567,73907,67408,91.207,null,null,null,null,null,3.750014339,null,null,null,null,null,4142,343,6
Andorra,AND,2004,YR2004,56003,2977037420,76933,69817,90.751,null,null,null,null,null,3.511382789,null,null,null,17.11432076,1.544119954,4264,337,6
Andorra,AND,2005,YR2005,58398,3137731826,79826,72071,90.285,null,null,null,null,null,3.177421112,null,null,null,17.94668961,1.644970059,4085,356,6
Andorra,AND,2006,YR2006,58718,3288615582,80221,72044,89.807,null,null,null,null,null,-0.037470076,null,null,null,17.04285049,2.244899988,4332,413,6
Andorra,AND,2007,YR2007,57020,3339693969,78168,69810,89.308,null,null,null,null,null,-3.149977749,null,null,null,null,2.104690075,4427,432,6
Andorra,AND,2008,YR2008,55375,3154034157,76055,67692,89.004,null,null,null,null,null,-3.080926144,null,null,null,null,2.873929977,4492,448,6
Andorra,AND,2009,YR2009,53732,2986780566,73852,65663,88.912,null,null,null,null,null,-3.04324036,null,null,null,null,3.142920017,4474,433,6
Andorra,AND,2010,YR2010,52106,2927792904,71519,63522,88.819,null,null,null,null,null,-3.314929836,null,null,null,null,2.976629972,4367,453,6
Andorra,AND,2011,YR2011,51344,2927556638,70567,62611,88.726,null,null,null,null,null,-1.444532107,null,null,null,null,2.98706007,4263,433,6
Andorra,AND,2012,YR2012,51422,2781926981,71013,62940,88.631,null,null,null,null,null,0.524091012,null,null,null,null,2.565778971,4130,431,6
Andorra,AND,2013,YR2013,51472,2683235436,71367,63186,88.537,null,null,null,null,null,0.390086599,null,null,null,null,2.506160021,4068,436,6
Andorra,AND,2014,YR2014,51536,2750436143,71621,63342,88.441,null,null,null,null,null,0.246585861,null,null,null,20.96810913,3.074209929,4065,427,6
Andorra,AND,2015,YR2015,51591,2789881259,71746,63384,88.345,null,null,null,null,null,0.066284743,0,null,null,20.91724014,3.28034997,4164,419,6
Andorra,AND,2016,YR2016,52153,2893376872,72540,64015,88.248,null,null,null,null,null,0.990596724,null,null,null,20.88521957,3.237070084,4248,422,6
Andorra,AND,2017,YR2017,53251,2903390036,73837,65087,88.15,null,null,null,null,null,1.660740559,null,null,null,null,3.217089891,4263,406,6
Andorra,AND,2018,YR2018,54305,2949518095,75013,66058,88.062,null,null,null,null,null,1.48083075,null,null,null,null,3.246720076,4325,412,6
Andorra,AND,2019,YR2019,55337,3008967037,76343,67170,87.984,null,null,null,null,null,1.669357528,null,null,null,null,3.15060997,4322,411,6
Andorra,AND,2020,YR2020,56310,2672445971,77700,68311,87.916,null,null,null,null,null,1.68440885,null,null,null,null,2.856162786,4246,411,6
Andorra,AND,2021,YR2021,57212,2893916908,79034,69438,87.858,null,null,null,null,null,1.636346031,null,null,null,null,2.583972216,4110,410,6
Andorra,AND,2022,YR2022,57663,3148858814,79824,70094,87.811,null,null,null,null,null,0.940293027,null,null,null,24,2.666229963,4099,422,6
Angola,AGO,1960,YR1960,2929489,null,5357195,559023,10.435,39.918,36.585,38.211,null,null,null,null,null,null,null,null,null,null,null
Angola,AGO,1961,YR1961,2947964,null,5441333,587555,10.798,40.097,34.704,37.267,null,null,4.977924145,null,14.65,null,null,null,null,null,null
Angola,AGO,1962,YR1962,2961986,null,5521400,618618,11.204,40.399,34.95,37.539,null,null,5.151809913,null,15.18,null,null,null,null,null,null
Angola,AGO,1963,YR1963,2973027,null,5599827,650924,11.624,40.665,35.247,37.824,null,null,5.090493413,null,15.52,null,null,null,null,null,null
Angola,AGO,1964,YR1964,2977902,null,5673199,684074,12.058,40.99,35.539,38.131,null,null,4.967320698,null,16.24,null,null,null,null,null,null
Angola,AGO,1965,YR1965,2979781,null,5736582,717302,12.504,41.384,35.884,38.495,null,null,4.743085246,null,16.77,null,null,null,null,null,null
Angola,AGO,1966,YR1966,2979149,null,5787044,750290,12.965,41.656,36.144,38.757,null,null,4.49628471,null,17.02,null,null,null,null,null,null
Angola,AGO,1967,YR1967,2974713,null,5827503,783275,13.441,42.019,36.466,39.092,null,null,4.302404915,null,17.49,null,null,null,null,null,null
Angola,AGO,1968,YR1968,2972783,null,5868203,817558,13.932,42.454,36.837,39.484,null,null,4.283800065,null,17.53,null,null,null,null,null,null
Angola,AGO,1969,YR1969,2984176,null,5928386,855822,14.436,42.8,37.192,39.829,null,null,4.574056233,null,18.49,null,null,null,null,null,null
Angola,AGO,1970,YR1970,3016293,null,6029700,901862,14.957,43.182,37.543,40.19,null,null,5.239910442,null,19.39,null,null,null,null,null,4
Angola,AGO,1971,YR1971,3078554,null,6177049,965596,15.632,43.5,37.933,40.554,null,null,6.828401226,null,19.49,12.96296296,null,null,434370,9786,4
Angola,AGO,1972,YR1972,3177354,null,6364731,1047316,16.455,43.809,38.313,40.905,null,null,8.124045277,null,19.01,9.583333333,null,null,485955,11343,4
Angola,AGO,1973,YR1973,3297878,null,6578230,1138692,17.31,44.22,38.642,41.27,null,null,8.364953419,null,19.94,11.36363636,null,null,516131,12622,4
Angola,AGO,1974,YR1974,3425952,null,6802494,1238190,18.202,44.596,39.026,41.652,null,null,8.377040058,null,19.32,21.77777778,null,null,576420,17831,4
Angola,AGO,1975,YR1975,3557944,null,7032713,1345217,19.128,44.353,38.397,41.191,null,null,8.29047025,null,19.14,21.93877551,null,null,null,null,4
Angola,AGO,1976,YR1976,3692342,null,7266780,1460041,20.092,44.412,38.303,41.163,null,null,8.190917919,null,18.88,22.68041237,null,null,null,null,4
Angola,AGO,1977,YR1977,3834326,null,7511895,1584108,21.088,44.68,38.575,41.437,null,null,8.155695537,null,18.43,30.46357616,null,null,null,null,4
Angola,AGO,1978,YR1978,3985406,null,7771590,1719231,22.122,45.035,38.99,41.83,null,null,8.185562494,null,18.49,17.82945736,null,null,null,null,4
Angola,AGO,1979,YR1979,4141958,null,8043218,1865383,23.192,45.361,39.344,42.175,null,null,8.158929612,null,17.95,20.47244094,null,null,null,null,4
Angola,AGO,1980,YR1980,4305938,22228078983,8330047,2024035,24.298,45.608,39.63,42.449,null,null,8.162664982,null,18.19,20.30075188,null,null,1420839,null,4
Angola,AGO,1981,YR1981,4475608,21250043237,8631457,2195584,25.437,45.864,39.997,42.772,null,null,8.13550266,null,17.82,21.42857143,null,null,1300673,null,4
Angola,AGO,1982,YR1982,4649566,21250043237,8947152,2381016,26.612,46.133,40.274,43.051,null,null,8.107921698,null,18.1,24.09090909,null,null,1258858,40027,4
Angola,AGO,1983,YR1983,4827914,22142545356,9276707,2580873,27.821,45.435,39.118,42.092,null,null,8.060042644,null,18.4,26.29310345,null,null,1178430,32004,4
Angola,AGO,1984,YR1984,5007427,23471098557,9617702,2795385,29.065,45.698,39.367,42.353,null,null,7.98421293,null,18.66,12.10762332,null,null,1065025,33521,4
Angola,AGO,1985,YR1985,5186536,24292586887,9970621,3024887,30.338,45.912,39.712,42.648,null,null,7.890389232,null,18.98,11.34751773,null,4.090219975,870410,29191,4
Angola,AGO,1986,YR1986,5363036,24997072330,10332574,3269536,31.643,46.037,39.948,42.843,null,null,7.77743434,null,19.68,12.99638989,null,5.722690105,974498,31161,4
Angola,AGO,1987,YR1987,5533925,26017639959,10694057,3526686,32.978,44.724,37.575,40.917,null,null,7.571054097,null,19.92,12.28070175,null,5.058509827,1012303,30310,4
Angola,AGO,1988,YR1988,5706137,27612232617,11060261,3798425,34.343,45.155,38.322,41.545,null,null,7.422788734,null,19.83,13.39563863,null,null,1031314,31658,4
Angola,AGO,1989,YR1989,5885334,27623725232,11439498,4087447,35.731,45.33,38.557,41.765,null,null,7.333406265,null,19.83,12.72727273,null,null,1067906,31953,4
Angola,AGO,1990,YR1990,6070230,26670679451,11828638,4393629,37.144,45.453,38.674,41.893,null,null,7.22349673,0.215409755,19.92,12.24489796,null,null,1041126,null,4
Angola,AGO,1991,YR1991,6259500,26935081713,12228691,4717829,38.58,46.807,41.009,43.813,null,null,7.119319908,null,20.82,10.72319202,null,null,990155,31062,4
Angola,AGO,1992,YR1992,6451763,25362536027,12632507,5057929,40.039,45.484,39.189,42.209,null,null,6.960837482,null,22.27,9.511568123,null,null,989444,36402,4
Angola,AGO,1993,YR1993,6645549,19279733138,13038270,5412316,41.511,46.578,38.161,42.101,null,null,6.771998639,null,22.1,7.345971564,null,null,null,null,4
Angola,AGO,1994,YR1994,6848699,19537958834,13462031,5788673,43,47.499,39.733,43.422,null,null,6.722597969,null,24.88,9.090909091,null,null,null,null,4
Angola,AGO,1995,YR1995,7072670,22468652665,13912253,6144903,44.169,47.829,43.885,45.849,null,null,5.971988064,null,24.04,9.974424552,null,null,null,null,4
Angola,AGO,1996,YR1996,7314252,25511890060,14383350,6522274,45.346,47.96,44.118,46.033,null,null,5.960013044,null,25.84,9.785202864,null,null,null,null,4
Angola,AGO,1997,YR1997,7568942,27367695702,14871146,6918801,46.525,48.279,44.35,46.306,null,null,5.901940058,null,25.77,14.78060046,null,null,null,null,4
Angola,AGO,1998,YR1998,7832100,28651554387,15366864,7331531,47.71,47.618,42.582,45.057,null,null,5.794187303,null,29.94,15.54959786,null,2.567120075,1342116,32144,4
Angola,AGO,1999,YR1999,8101048,29276585101,15870753,7760322,48.897,48.478,42.455,45.386,null,null,5.683946642,null,28.77,17.72151899,null,null,null,null,4
Angola,AGO,2000,YR2000,8382476,30170874764,16394062,8211294,50.087,48.561,43.562,46.024,5.654437679,18,5.648669553,0.381395525,33.6,20.08639309,null,2.607530117,null,null,4
Angola,AGO,2001,YR2001,8678285,31439861321,16941587,8686629,51.274,49.606,43.714,46.59,5.280932282,19,5.627442316,null,38.65,20.67594433,null,null,null,null,4
Angola,AGO,2002,YR2002,8988627,35736334916,17516139,9189142,52.461,49.896,44.94,47.386,5.01510878,20,5.623762279,null,43.79,18.90909091,null,null,null,null,4
Angola,AGO,2003,YR2003,9317374,36804851330,18124342,9722803,53.645,51.674,47.568,49.617,4.506650555,22,5.645138173,null,47.23,17.28045326,null,null,null,null,4
Angola,AGO,2004,YR2004,9665698,40834982550,18771125,10291645,54.827,52.657,48.532,50.592,3.786230626,26,5.685844963,null,50.99,11.48648649,null,null,null,null,4
Angola,AGO,2005,YR2005,10028973,46972480428,19450959,10892537,56,53.634,49.508,51.57,3.516830886,28,5.674547482,null,55.6,15.93495935,null,2.120110035,null,null,4
Angola,AGO,2006,YR2006,10405837,52397801917,20162340,11444951,56.764,54.518,50.227,52.369,3.257365084,31,4.947079621,null,56.56,12.96969697,null,2.281460047,null,null,4
Angola,AGO,2007,YR2007,10798883,59738733966,20909684,12028087,57.524,55.815,51.473,53.642,2.987640929,33,4.969582617,null,64.15,12.34439834,null,null,3558605,86769,6
Angola,AGO,2008,YR2008,11205663,66411550550,21691522,12642253,58.282,56.734,52.527,54.633,2.837113524,35,4.980011828,null,68.29,13.3784928,null,null,3930051,null,6
Angola,AGO,2009,YR2009,11626985,66982689885,22507674,13287180,59.034,57.967,53.537,55.752,2.595478277,39,4.975504409,null,85.36,17.80821918,null,2.920000076,4046266,null,6
Angola,AGO,2010,YR2010,12069114,69928840399,23364185,13967811,59.783,59.039,54.415,56.726,2.400167713,42,4.995580748,null,90.3,17.18440185,null,3.421319962,4273006,93734,6
Angola,AGO,2011,YR2011,12532842,72356806903,24259111,14683555,60.528,59.869,55.314,57.596,2.084312123,48,4.9972692,null,98.63,14.86318408,null,3.24000001,5026803,118158,6
Angola,AGO,2012,YR2012,13014212,78537602826,25188292,15432363,61.268,61.024,56.22,58.623,1.902550124,53,4.97386378,null,81.13,12.58609894,null,3.081910849,null,null,6
Angola,AGO,2013,YR2013,13510168,82428837130,26147002,16211664,62.002,61.684,56.925,59.307,1.828037316,55,4.926418529,null,110.73,14.38053097,null,3.869999886,null,null,6
Angola,AGO,2014,YR2014,14019670,86404016656,27128337,17017877,62.731,62.472,57.606,60.04,1.835356832,54,4.85333966,null,97.41,19.17098446,3.342449903,2.930000067,null,null,6
Angola,AGO,2015,YR2015,14540242,87219300385,28127721,17845914,63.446,63.094,58.213,60.655,1.634552187,61,4.75101947,1.220314734,100.32,null,2.92979002,3.099999905,5620915,112352,6
Angola,AGO,2016,YR2016,15083377,84968945428,29154746,18702478,64.149,63.434,58.741,61.092,1.613474324,62,4.688145399,null,102.27,null,null,2.754936695,5259091,95827,6
Angola,AGO,2017,YR2017,15651045,84843913773,30208628,19586972,64.839,64.019,59.331,61.68,1.515387558,66,4.62086229,null,103.19,null,null,2.466878891,6246294,103562,6
Angola,AGO,2018,YR2018,16229250,83727060996,31273533,20488542,65.514,64.717,59.582,62.144,1.401426497,71,4.500115171,null,105.59,null,null,2.044701338,4697461,88563,6
Angola,AGO,2019,YR2019,16823353,83139068489,32353588,21410634,66.177,64.922,59.977,62.448,1.293387584,77,4.402191144,null,107.53,null,null,2.073064327,null,null,6
Angola,AGO,2020,YR2020,17417386,78451509294,33428486,22338586,66.825,64.982,59.584,62.261,1.263876827,79,4.242778261,null,112.6,null,null,2.744996548,null,null,6
Angola,AGO,2021,YR2021,18020088,79392308047,34503774,23276246,67.46,64.307,59.029,61.643,null,null,4.111785847,null,114.59,null,null,2.297108889,null,null,6
Angola,AGO,2022,YR2022,18643225,81810123786,35588987,24229338,68.081,null,null,null,null,null,4.013085739,null,null,null,null,2.332125902,null,null,6
Antigua and Barbuda,ATG,1960,YR1960,30736,null,55342,21946,39.656,63.767,58.904,61.55,null,null,null,null,null,null,null,null,null,null,null
Antigua and Barbuda,ATG,1961,YR1961,31198,null,56245,21958,39.04,64.617,59.688,62.363,null,null,0.054664724,null,157.12,null,null,null,null,null,null
Antigua and Barbuda,ATG,1962,YR1962,31501,null,57008,21906,38.427,65.506,60.464,63.192,null,null,-0.237096591,null,157.57,null,null,null,null,null,null
Antigua and Barbuda,ATG,1963,YR1963,31766,null,57778,21850,37.817,66.396,61.404,64.101,null,null,-0.255965036,null,194.11,null,null,null,null,null,null
Antigua and Barbuda,ATG,1964,YR1964,31892,null,58664,21829,37.211,67.489,62.219,65.058,null,null,-0.096156055,null,200.06,null,null,null,null,null,null
Antigua and Barbuda,ATG,1965,YR1965,31937,null,59644,21836,36.61,68.445,63.183,66.026,null,null,0.032062293,null,136.88,null,null,null,null,null,null
Antigua and Barbuda,ATG,1966,YR1966,32040,null,60615,21829,36.012,69.357,64.113,66.956,null,null,-0.032062293,null,111,null,null,null,null,null,null
Antigua and Barbuda,ATG,1967,YR1967,32181,null,61617,21824,35.418,70.274,64.978,67.859,null,null,-0.022907933,null,94.46,null,null,null,null,null,null
Antigua and Barbuda,ATG,1968,YR1968,32383,null,62658,21823,34.829,71.067,65.787,68.671,null,null,-0.004582216,null,77.14,null,null,null,null,null,null
Antigua and Barbuda,ATG,1969,YR1969,32673,null,63742,21828,34.245,71.965,66.581,69.535,null,null,0.022908983,null,94.73,null,null,null,null,null,null
Antigua and Barbuda,ATG,1970,YR1970,33130,null,64517,21819,33.819,72.508,67.062,70.058,null,null,-0.041239948,null,97.34,null,null,null,null,null,7
Antigua and Barbuda,ATG,1971,YR1971,33594,null,64769,21955,33.898,73.215,67.609,70.683,null,null,0.621375417,null,154.12,null,null,null,9668,null,7
Antigua and Barbuda,ATG,1972,YR1972,33891,null,64695,21982,33.978,73.511,68.004,71.016,null,null,0.122903263,null,87.52,null,null,null,11852,472,7
Antigua and Barbuda,ATG,1973,YR1973,34129,null,64463,21954,34.057,73.758,68.456,71.349,null,null,-0.127458138,null,83.93,null,null,null,null,null,7
Antigua and Barbuda,ATG,1974,YR1974,34407,null,64218,21922,34.137,74.26,68.762,71.747,null,null,-0.145865647,null,82.48,null,null,null,11216,440,7
Antigua and Barbuda,ATG,1975,YR1975,34783,null,64035,21911,34.217,74.5,69.006,71.977,null,null,-0.050190497,null,80.19,null,null,null,10939,460,7
Antigua and Barbuda,ATG,1976,YR1976,35257,null,63990,21947,34.297,74.747,69.55,72.359,null,null,0.16416621,null,82.61,null,null,null,11340,524,7
Antigua and Barbuda,ATG,1977,YR1977,35806,346269196.8,64117,22042,34.377,74.964,69.73,72.546,null,null,0.431926835,null,86.36,null,null,null,10912,419,7
Antigua and Barbuda,ATG,1978,YR1978,36391,361448350,64329,22166,34.457,75.389,69.968,72.871,null,null,0.560985908,null,100.98,null,null,null,10159,414,7
Antigua and Barbuda,ATG,1979,YR1979,36980,390652456.2,64609,22315,34.538,75.569,70.139,73.035,null,null,0.669951473,null,109.94,null,null,null,9557,390,7
Antigua and Barbuda,ATG,1980,YR1980,37555,422535286.1,64889,22463,34.618,75.669,70.359,73.183,null,null,0.66104131,null,123.71,null,null,null,null,null,7
Antigua and Barbuda,ATG,1981,YR1981,38106,438654653,65076,22580,34.698,75.815,70.543,73.338,null,null,0.519504754,null,126,null,null,null,null,null,7
Antigua and Barbuda,ATG,1982,YR1982,38634,438286129.3,65231,22687,34.779,75.984,70.632,73.458,null,null,0.472751449,null,121.71,null,null,null,null,null,7
Antigua and Barbuda,ATG,1983,YR1983,39143,461795868.6,65408,22801,34.86,75.953,70.71,73.471,null,null,0.501232143,null,119.34,null,null,null,null,null,7
Antigua and Barbuda,ATG,1984,YR1984,39495,508737398.4,65362,22837,34.94,76.002,70.783,73.524,null,null,0.1577633,null,116.83,null,null,null,11394,null,7
Antigua and Barbuda,ATG,1985,YR1985,39562,547624235,65048,22780,35.021,76.066,70.832,73.566,null,null,-0.249906963,null,133.84,null,null,null,null,null,7
Antigua and Barbuda,ATG,1986,YR1986,39480,610567225.8,64712,22715,35.102,76.072,70.835,73.556,null,null,-0.285745881,null,135.64,null,null,null,null,null,7
Antigua and Barbuda,ATG,1987,YR1987,39355,651025662.2,64353,22641,35.183,76.111,70.819,73.554,null,null,-0.326307724,null,138.55,null,null,null,null,null,7
Antigua and Barbuda,ATG,1988,YR1988,39179,684965406.6,63982,22563,35.264,76.055,70.847,73.53,null,null,-0.345102546,null,142.06,null,null,null,null,null,7
Antigua and Barbuda,ATG,1989,YR1989,38957,720941671.1,63636,22492,35.345,75.895,70.801,73.416,null,null,-0.315170608,null,119.48,null,null,null,null,null,7
Antigua and Barbuda,ATG,1990,YR1990,38733,742654377.3,63328,22435,35.426,75.97,70.899,73.492,null,null,-0.2537451,3.676288342,126.63,null,null,null,null,null,7
Antigua and Barbuda,ATG,1991,YR1991,39088,758818833.5,63634,22568,35.465,75.895,70.881,73.435,null,null,0.591073427,null,138.16,null,null,null,null,null,7
