Country Name,Country Code,Time,Time Code,"Population ages 15-64, total [SP.POP.1564.TO]",GDP (constant 2015 US$) [NY.GDP.MKTP.KD],"Population, total [SP.POP.TOTL]",Urban population [SP.URB.TOTL],Urban population (% of total population) [SP.URB.TOTL.IN.ZS],"Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN]","Life expectancy at birth, male (years) [SP.DYN.LE00.MA.IN]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",Lifetime risk of maternal death (%) [SH.MMR.RISK.ZS],Lifetime risk of maternal death (1 in: rate varies by country) [SH.MMR.RISK],Urban population growth (annual %) [SP.URB.GROW],Urban population living in areas where elevation is below 5 meters (% of total population) [EN.POP.EL5M.UR.ZS],Food production index (2014-2016 = 100) [AG.PRD.FOOD.XD],"CO2 emissions from electricity and heat production, total (% of total fuel combustion) [EN.CO2.ETOT.ZS]","Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative) [SE.TER.CUAT.BA.MA.ZS]","Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]","Primary education, pupils [SE.PRM.ENRL]","Primary education, teachers [SE.PRM.TCHR]","Primary education, duration (years) [SE.PRM.DURS]"
Austria,AUT,1991,YR1991,5232760,2.48911E+11,7754891,4861464,62.689,79.1,72.3,75.61707317,null,null,0.567072342,null,97.92,34.30934657,null,5.103219986,370210,34232,4
Austria,AUT,1992,YR1992,5284193,2.54122E+11,7840709,4893935,62.417,79.3,72.5,75.81707317,null,null,0.665705624,null,94.84,31.4804821,null,5.296979904,378676,34902,4
Austria,AUT,1993,YR1993,5319765,2.5546E+11,7905633,4912877,62.144,79.5,72.8,76.06829268,null,null,0.386303389,null,94.28,31.61290323,null,5.251999855,382663,33507,4
Austria,AUT,1994,YR1994,5330400,2.61597E+11,7936118,4910076,61.87,79.8,73.2,76.4195122,null,null,-0.057029695,null,94.29,34.04482391,null,null,381628,32059,4
Austria,AUT,1995,YR1995,5330655,2.68576E+11,7948278,4895821,61.596,80.1,73.4,76.66829268,null,null,-0.290743622,null,91.09,34.7205907,null,5.428349972,381363,32634,4
Austria,AUT,1996,YR1996,5336622,2.74886E+11,7959017,4880469,61.32,80.2,73.7,76.87073171,null,null,-0.314066228,null,91.14,33.54920234,null,5.259900093,382005,30674,4
Austria,AUT,1997,YR1997,5347896,2.80641E+11,7968041,4864091,61.045,80.7,74.1,77.3195122,null,null,-0.336146843,null,93.31,34.74644057,null,null,381927,31251,4
Austria,AUT,1998,YR1998,5362014,2.90692E+11,7976789,4847335,60.768,81,74.5,77.67073171,null,null,-0.345078398,null,95.07,33.01124663,null,6.103740215,385309,31716,4
Austria,AUT,1999,YR1999,5383919,3.0103E+11,7992324,4834637,60.491,81,74.9,77.87560976,null,null,-0.262302086,null,97.58,32.49308831,null,6.112339973,388777,28890,4
Austria,AUT,2000,YR2000,5411062,3.11192E+11,8011566,4824004,60.213,81.2,75.2,78.12682927,0.008833924,11000,-0.220175992,0,95.64,31.67932762,null,5.588809967,392407,null,4
Austria,AUT,2001,YR2001,5448046,3.15136E+11,8042293,4820068,59.934,81.7,75.6,78.57560976,0.008675623,12000,-0.081625277,null,97.55,32.35205314,null,5.575479984,392339,null,4
Austria,AUT,2002,YR2002,5491630,3.2034E+11,8081957,4821291,59.655,81.7,75.8,78.67804878,0.008418004,12000,0.025369868,null,96.95,32.5388601,null,5.522130013,386484,29129,4
Austria,AUT,2003,YR2003,5532119,3.23356E+11,8121423,4822095,59.375,81.5,75.9,78.63170732,0.008615914,12000,0.016674641,null,94.3,33.21438375,null,5.361830235,379920,28822,4
Austria,AUT,2004,YR2004,5561678,3.322E+11,8171966,4829142,59.094,82.1,76.4,79.1804878,0.007631049,13000,0.14603312,null,99.59,33.53163872,null,5.302430153,372963,28397,4
Austria,AUT,2005,YR2005,5577847,3.39655E+11,8227829,4839033,58.813,82.2,76.6,79.33170732,0.008135703,12000,0.204609525,null,95.6,34.24547284,null,5.249370098,362822,29239,4
Austria,AUT,2006,YR2006,5587256,3.51387E+11,8268641,4839801,58.532,82.8,77.1,79.8804878,0.007712736,13000,0.01586968,null,95.26,34.01502504,null,5.226520061,355293,29044,4
Austria,AUT,2007,YR2007,5598503,3.64485E+11,8295487,4832038,58.249,83.1,77.4,80.1804878,0.008009282,12000,-0.160527934,null,97.92,34.44156592,null,5.146900177,347249,29274,4
Austria,AUT,2008,YR2008,5616074,3.69808E+11,8321496,4823638,57.966,83.3,77.7,80.43170732,0.00768911,13000,-0.173990969,null,103.56,34.19503088,null,5.263959885,337448,29017,4
Austria,AUT,2009,YR2009,5629260,3.55886E+11,8343323,4812679,57.683,83.2,77.6,80.33170732,0.008322417,12000,-0.227452142,null,101.87,31.81532663,null,5.730249882,331565,29179,4
Austria,AUT,2010,YR2010,5648587,3.62424E+11,8363404,4800510,57.399,83.5,77.8,80.5804878,0.008287154,12000,-0.253173146,null,95.34,35.32838212,null,5.700479984,328015,29743,4
Austria,AUT,2011,YR2011,5675763,3.73017E+11,8391643,4792887,57.115,83.8,78.3,80.98292683,0.008408379,12000,-0.158921842,null,102.99,36.44803833,null,5.592269897,326351,29957,4
Austria,AUT,2012,YR2012,5696737,3.75555E+11,8429991,4817487,57.147,83.6,78.4,80.93658537,0.007996824,13000,0.511947896,null,95.95,34.99217527,null,5.480400085,326955,30204,4
Austria,AUT,2013,YR2013,5719020,3.75651E+11,8479823,4861991,57.336,83.8,78.6,81.13658537,0.00799312,13000,0.919560199,null,96.24,33.53573097,null,5.547110081,327187,30566,4
Austria,AUT,2014,YR2014,5753902,3.78135E+11,8546356,4916377,57.526,84,79.1,81.4902439,0.008235249,12000,1.112385233,null,102.03,32.57650543,13.04880047,5.447619915,327247,30533,4
Austria,AUT,2015,YR2015,5812079,3.81971E+11,8642699,4988134,57.715,83.7,78.8,81.1902439,0.007898973,13000,1.44900148,0,97.37,null,13.71662045,5.456580162,327817,30972,4
Austria,AUT,2016,YR2016,5866325,3.8957E+11,8736668,5058968,57.905,84.1,79.3,81.64146341,0.007432265,13000,1.4100618,null,100.6,null,13.95765972,5.47961998,329032,31933,4
Austria,AUT,2017,YR2017,5893061,3.98369E+11,8797566,5110858,58.094,84,79.4,81.64390244,0.007167981,14000,1.020478626,null,98.48,null,14.5520401,5.371590137,334933,33438,4
Austria,AUT,2018,YR2018,5906977,4.08031E+11,8840521,5153759,58.297,84.1,79.4,81.69268293,0.008113933,12000,0.835905515,null,100.51,null,null,5.226550102,339022,null,4
Austria,AUT,2019,YR2019,5918009,4.14222E+11,8879920,5196085,58.515,84.2,79.7,81.89512195,0.007656029,13000,0.817910607,null,99.96,null,15.42193031,5.21750021,342064,32234,4
Austria,AUT,2020,YR2020,5925020,3.87489E+11,8916864,5238479,58.748,83.6,78.9,81.19268293,0.007284286,14000,0.812573161,null,101.84,null,null,5.569009781,343980,32150,4
Austria,AUT,2021,YR2021,5926351,4.05146E+11,8955797,5283472,58.995,83.8,78.8,81.23902439,null,null,0.855226835,null,99.8,null,null,4.986499786,346610,32848,4
Austria,AUT,2022,YR2022,5951329,4.25391E+11,9042528,5358240,59.256,null,null,null,null,null,1.405210558,null,null,null,null,null,null,null,4
Azerbaijan,AZE,1960,YR1960,2117537,null,3894500,2050961,52.663,60.031,51.386,55.837,null,null,null,null,null,null,null,null,null,null,null
Azerbaijan,AZE,1961,YR1961,2138015,null,4045750,2118517,52.364,60.314,51.791,56.192,null,null,3.24078518,null,null,null,null,null,null,null,null
Azerbaijan,AZE,1962,YR1962,2153874,null,4168150,2170106,52.064,60.73,52.021,56.516,null,null,2.405969869,null,null,null,null,null,null,null,null
Azerbaijan,AZE,1963,YR1963,2184304,null,4293550,2222513,51.764,61.107,52.396,56.898,null,null,2.386252337,null,null,null,null,null,null,null,null
Azerbaijan,AZE,1964,YR1964,2234676,null,4439250,2284616,51.464,61.452,52.642,57.196,null,null,2.755942005,null,null,null,null,null,null,null,null
Azerbaijan,AZE,1965,YR1965,2288852,null,4574650,2340574,51.164,61.913,53.017,57.619,null,null,2.419824073,null,null,null,null,null,null,null,null
Azerbaijan,AZE,1966,YR1966,2349004,null,4708150,2394753,50.864,61.831,53.194,57.672,null,null,2.288389559,null,null,null,null,null,null,null,null
Azerbaijan,AZE,1967,YR1967,2411103,null,4832000,2443252,50.564,62.092,53.524,57.973,null,null,2.00498448,null,null,null,null,null,null,null,null
Azerbaijan,AZE,1968,YR1968,2477595,null,4948500,2487265,50.263,62.614,53.791,58.367,null,null,1.785377441,null,null,null,null,null,null,null,null
Azerbaijan,AZE,1969,YR1969,2551401,null,5063300,2529777,49.963,62.674,54.176,58.599,null,null,1.694744334,null,null,null,null,null,null,null,null
Azerbaijan,AZE,1970,YR1970,2630556,null,5172050,2586439,50.008,63.107,54.573,59.018,null,null,2.215086963,null,null,null,null,null,null,null,3
Azerbaijan,AZE,1971,YR1971,2719209,null,5282950,2665882,50.462,63.487,54.86,59.353,null,null,3.025293352,null,null,null,null,null,null,null,3
Azerbaijan,AZE,1972,YR1972,2815403,null,5391450,2745165,50.917,63.902,55.327,59.803,null,null,2.930622273,null,null,null,null,null,null,null,3
Azerbaijan,AZE,1973,YR1973,2917254,null,5493900,2822271,51.371,64.018,55.688,60.045,null,null,2.770069756,null,null,null,null,null,null,null,3
Azerbaijan,AZE,1974,YR1974,3025569,null,5594100,2892038,51.698,64.356,55.727,60.228,null,null,2.44195639,null,null,null,null,null,null,null,3
Azerbaijan,AZE,1975,YR1975,3137636,null,5689050,2952446,51.897,64.289,56.011,60.337,null,null,2.067253543,null,null,null,null,null,null,null,3
Azerbaijan,AZE,1976,YR1976,3257870,null,5781000,3011670,52.096,64.613,56.064,60.521,null,null,1.986076285,null,null,null,null,null,null,null,3
Azerbaijan,AZE,1977,YR1977,3384785,null,5876150,3072874,52.294,64.578,56.347,60.627,null,null,2.011853785,null,null,null,null,null,null,null,3
Azerbaijan,AZE,1978,YR1978,3509347,null,5976150,3137001,52.492,64.688,56.45,60.713,null,null,2.065396795,null,null,null,null,null,null,null,3
Azerbaijan,AZE,1979,YR1979,3619922,null,6071300,3196843,52.655,64.784,56.695,60.867,null,null,1.889651235,null,null,null,null,null,null,null,3
Azerbaijan,AZE,1980,YR1980,3717330,null,6160500,3251327,52.777,64.882,57.006,61.081,null,null,1.689946037,null,null,null,null,null,null,null,3
Azerbaijan,AZE,1981,YR1981,3816488,null,6257750,3310162,52.897,65.033,57.266,61.291,null,null,1.793391009,null,null,null,null,null,473298,null,3
Azerbaijan,AZE,1982,YR1982,3907709,null,6357550,3370646,53.018,65.15,57.456,61.447,null,null,1.81072866,null,null,null,null,null,null,null,3
Azerbaijan,AZE,1983,YR1983,3992855,null,6459800,3432673,53.139,65.579,58.037,61.96,null,null,1.823484058,null,null,null,null,null,null,null,3
Azerbaijan,AZE,1984,YR1984,4073600,null,6567850,3500598,53.299,65.343,58.276,61.956,null,null,1.959455307,null,null,null,null,null,null,null,3
Azerbaijan,AZE,1985,YR1985,4142664,null,6670150,3568397,53.498,65.377,58.523,62.093,null,null,1.91826643,null,null,null,null,null,null,null,3
Azerbaijan,AZE,1986,YR1986,4204463,null,6770300,3635448,53.697,65.507,58.608,62.194,null,null,1.861587426,null,null,null,null,null,487748,null,3
Azerbaijan,AZE,1987,YR1987,4261248,null,6875350,3705470,53.895,66.082,58.778,62.569,null,null,1.907775669,null,null,null,null,null,null,null,3
Azerbaijan,AZE,1988,YR1988,4308814,null,6974600,3772840,54.094,66.282,58.903,62.729,null,null,1.801792721,null,null,null,null,null,null,null,3
Azerbaijan,AZE,1989,YR1989,4344766,null,7076550,3825371,54.057,66.013,58.896,62.582,null,null,1.382742253,null,null,null,null,null,487053,null,3
Azerbaijan,AZE,1990,YR1990,4379814,20240095492,7175200,3856598,53.749,66.053,58.423,62.352,null,null,0.812999167,0,null,40.77052553,null,null,503598,null,3
Azerbaijan,AZE,1991,YR1991,4425539,20098414788,7271300,3885855,53.441,66.004,57.919,62.052,null,null,0.755758911,null,null,43.17832437,null,null,517889,26177,3
Azerbaijan,AZE,1992,YR1992,4480951,15556172980,7382050,3922231,53.132,65.966,56.583,61.296,null,null,0.931758773,null,50.95,54.21970769,null,6.057970047,529264,26708,3
Azerbaijan,AZE,1993,YR1993,4538789,11962697221,7494800,3959053,52.824,65.921,56.611,61.286,null,null,0.934423069,null,42.24,59.86613119,null,null,544073,27793,3
Azerbaijan,AZE,1994,YR1994,4601677,9606045720,7596550,3989328,52.515,66.071,57.044,61.594,null,null,0.761794041,null,38.27,50.76645627,null,null,576197,30555,3
Azerbaijan,AZE,1995,YR1995,4671653,8472532411,7684850,4011953,52.206,66.511,58.009,62.305,null,null,0.565535951,null,37.17,47.68232386,null,3.337369919,600315,31624,3
Azerbaijan,AZE,1996,YR1996,4746739,8582675282,7763000,4028686,51.896,66.564,58.594,62.622,null,null,0.416211303,null,42.11,54.69327421,null,3.512569904,689756,34201,4
Azerbaijan,AZE,1997,YR1997,4829451,9080470461,7838250,4043596,51.588,67.08,58.849,62.973,null,null,0.369412688,null,40.65,54.37928408,null,null,710389,35514,4
Azerbaijan,AZE,1998,YR1998,4920011,9988517472,7913000,4057628,51.278,67.599,59.539,63.561,null,null,0.346417135,null,43.12,60.4952381,null,3.380019903,702068,36413,4
Azerbaijan,AZE,1999,YR1999,5013501,10727667895,7982750,4085971,51.185,68.172,60.276,64.189,null,null,0.696083254,null,47.9,61.76242236,null,4.212140083,691259,36810,4
Azerbaijan,AZE,2000,YR2000,5109845,11918438939,8048600,4135854,51.386,68.794,61.032,64.891,0.114342109,880,1.213443781,0,53.46,59.74358974,null,3.853990078,700136,37469,4
Azerbaijan,AZE,2001,YR2001,5209603,13098364378,8111200,4184325,51.587,69.356,61.697,65.51,0.113654903,880,1.165156383,null,59.73,58.61401471,null,3.503420115,693760,40523,4
Azerbaijan,AZE,2002,YR2002,5310291,14334708024,8171950,4232008,51.787,69.884,62.589,66.239,0.111334341,900,1.13311843,null,63.55,54.80203842,null,3.154459953,668902,41328,4
Azerbaijan,AZE,2003,YR2003,5413099,15798037937,8234100,4280744,51.988,70.336,63.161,66.756,0.105042677,950,1.145024135,null,66.79,58.51905104,null,3.286149979,635652,41651,4
Azerbaijan,AZE,2004,YR2004,5525064,17259957056,8306500,4335079,52.189,70.771,63.881,67.346,0.09654963,1000,1.261300756,null,67.09,57.22627737,null,3.447700024,607007,42533,4
Azerbaijan,AZE,2005,YR2005,5648279,22086106526,8391850,4396406,52.389,70.947,64.154,67.562,0.090517737,1100,1.404755514,null,74.92,56.77352637,null,2.974620104,568097,42243,4
Azerbaijan,AZE,2006,YR2006,5776611,29705813277,8484550,4461940,52.589,71.557,64.762,68.165,0.079992317,1300,1.479626007,null,76.52,57.70670296,null,2.555520058,537653,43026,4
Azerbaijan,AZE,2007,YR2007,5905867,37132266552,8581300,4530068,52.79,72.025,65.189,68.603,0.07104293,1400,1.515330138,null,78.58,54.43986512,null,2.549279928,512317,44106,4
Azerbaijan,AZE,2008,YR2008,6092006,41127318964,8763400,4643726,52.99,71.989,65.623,68.811,0.067671642,1500,2.478011081,null,82.73,48.47222222,null,2.44092989,496697,43971,4
Azerbaijan,AZE,2009,YR2009,6272038,44950664133,8947243,4759039,53.19,72.777,65.976,69.356,0.080327077,1200,2.452869587,null,88.59,47.10440457,null,3.224309921,490242,44232,4
Azerbaijan,AZE,2010,YR2010,6385040,47220198223,9054332,4835557,53.406,72.821,66.255,69.529,0.079054892,1300,1.595056682,null,86.48,42.49893753,null,2.780620098,481551,43610,4
Azerbaijan,AZE,2011,YR2011,6489844,47267418487,9173082,4920166,53.637,73.344,66.64,69.984,0.074108287,1300,1.734594585,null,91.2,44.06202723,null,2.435640097,482773,43242,4
Azerbaijan,AZE,2012,YR2012,6578456,48290871291,9295784,5008847,53.883,73.833,66.905,70.36,0.070844713,1400,1.786347912,null,95.38,48.39044652,null,2.067630053,491479,41221,4
Azerbaijan,AZE,2013,YR2013,6650675,51096474738,9416801,5098727,54.145,74.277,67.482,70.881,0.068529549,1500,1.778515184,null,98.45,46.6893039,19.00202942,2.442130089,498237,41012,4
Azerbaijan,AZE,2014,YR2014,6711491,52501886758,9535079,5189181,54.422,74.384,67.813,71.116,0.069904423,1400,1.758498053,null,94.84,46.18382592,19.04231071,2.633039951,517708,41012,4
Azerbaijan,AZE,2015,YR2015,6764283,53076244755,9649341,5279540,54.714,74.788,68.081,71.451,0.070911314,1400,1.726309145,0,101.27,null,19.07084084,2.951679945,551118,40830,4
Azerbaijan,AZE,2016,YR2016,6811714,51430881231,9757812,5368846,55.021,75.587,68.411,72.004,0.053885297,1900,1.677401514,null,103.88,null,19.12420082,2.903409958,580980,37516,4
Azerbaijan,AZE,2017,YR2017,6857549,51533742962,9854033,5453517,55.343,75.467,68.953,72.248,0.046400681,2200,1.56477338,null,107.73,null,19.14858055,2.473819971,607391,39293,4
Azerbaijan,AZE,2018,YR2018,6904446,52306749106,9939771,5534464,55.68,75.708,69.693,72.76,0.047636356,2100,1.473400152,null,113.33,null,19.19297981,2.455430031,635153,41164,4
Azerbaijan,AZE,2019,YR2019,6951369,53614417869,10024283,5616706,56.031,75.832,70.23,73.102,0.046381912,2200,1.47506479,null,121.46,null,19.20054054,3.176460028,645392,40946,4
Azerbaijan,AZE,2020,YR2020,6994975,51308997846,10093121,5692217,56.397,70.998,62.986,66.868,0.069875509,1400,1.335443211,null,122.2,null,null,4.332049847,651258,40160,4
Azerbaijan,AZE,2021,YR2021,7031387,54190742583,10137750,5755809,56.776,73.287,65.646,69.366,null,null,1.110980253,null,126.98,null,null,3.702080011,645551,40270,4
Azerbaijan,AZE,2022,YR2022,7062691,56692470658,10175016,5817057,57.17,null,null,null,null,null,1.058485804,null,null,null,null,2.904259443,638828,39926,4
"Bahamas, The",BHS,1960,YR1960,63116,2167263524,114500,68370,59.712,65.655,59.977,62.896,null,null,null,null,null,null,null,null,null,null,null
"Bahamas, The",BHS,1961,YR1961,66181,2398447636,120216,72675,60.454,65.974,60.272,63.185,null,null,6.106331452,null,25.94,null,null,null,null,null,null
"Bahamas, The",BHS,1962,YR1962,69452,2649132709,126305,77290,61.193,66.336,60.449,63.433,null,null,6.156713467,null,26.99,null,null,null,null,null,null
"Bahamas, The",BHS,1963,YR1963,72903,2927928897,132639,82138,61.926,66.679,60.741,63.732,null,null,6.083617844,null,28.49,null,null,null,null,null,null
"Bahamas, The",BHS,1964,YR1964,76183,3235407318,138785,86938,62.642,67.038,61.049,64.05,null,null,5.679446137,null,29.78,null,null,null,null,null,null
"Bahamas, The",BHS,1965,YR1965,79319,3572717830,144849,91752,63.343,67.354,61.371,64.362,null,null,5.389406414,null,31.47,null,null,null,null,null,null
"Bahamas, The",BHS,1966,YR1966,82553,3896832244,151323,96907,64.04,67.653,61.676,64.659,null,null,5.466247065,null,34.06,null,null,null,null,null,null
"Bahamas, The",BHS,1967,YR1967,85780,4270854640,158197,102401,64.73,67.95,61.972,64.948,null,null,5.514472247,null,35.69,null,null,null,null,null,null
"Bahamas, The",BHS,1968,YR1968,89078,4630535920,165456,108235,65.416,68.323,62.365,65.328,null,null,5.540831097,null,35.97,null,null,null,null,null,null
"Bahamas, The",BHS,1969,YR1969,92540,5046435032,172745,114172,66.093,68.726,62.62,65.646,null,null,5.340129412,null,34.08,null,null,null,null,null,null
"Bahamas, The",BHS,1970,YR1970,96365,4761329140,179129,119594,66.764,69.008,62.905,65.926,null,null,4.639658976,null,35.46,null,null,null,null,null,6
"Bahamas, The",BHS,1971,YR1971,100198,4838772574,184435,124363,67.429,69.272,63.116,66.151,null,null,3.910203538,null,34.61,null,null,null,32142,707,6
"Bahamas, The",BHS,1972,YR1972,103596,4669544442,189181,128810,68.088,69.559,63.364,66.413,null,null,3.5133742,null,37.9,null,null,null,32174,751,6
"Bahamas, The",BHS,1973,YR1973,106798,5022915432,193563,133051,68.738,69.662,63.419,66.488,null,null,3.239406296,null,48.69,null,null,null,30998,null,6
"Bahamas, The",BHS,1974,YR1974,110131,4181364674,197767,137213,69.381,70.207,63.896,67.001,null,null,3.080194962,null,51.22,null,null,null,31441,null,6
"Bahamas, The",BHS,1975,YR1975,113801,3562391980,201881,141351,70.017,70.499,64.056,67.221,null,null,2.971169576,null,51.09,null,null,null,31727,1187,6
"Bahamas, The",BHS,1976,YR1976,117862,3747108593,206096,145601,70.647,70.904,64.843,67.84,null,null,2.962384512,null,57.38,null,null,null,31707,1294,6
"Bahamas, The",BHS,1977,YR1977,122242,4090153733,210534,150039,71.266,71.142,64.727,67.88,null,null,3.002525643,null,49.39,null,null,null,31928,1417,6
"Bahamas, The",BHS,1978,YR1978,126782,4670117905,215016,154551,71.879,71.186,64.142,67.562,null,null,2.962887865,null,46.04,null,null,null,32315,null,6
"Bahamas, The",BHS,1979,YR1979,131331,5890853837,219426,159049,72.484,70.911,64.025,67.366,null,null,2.868819189,null,43.83,null,null,null,32123,null,6
"Bahamas, The",BHS,1980,YR1980,135778,6273481401,223752,163567,73.102,70.994,64.241,67.521,null,null,2.801036149,null,43.61,null,null,null,31842,1218,6
"Bahamas, The",BHS,1981,YR1981,139744,5694664594,227956,168330,73.843,71.262,64.432,67.746,null,null,2.87036461,null,50.77,null,null,null,32854,1261,6
"Bahamas, The",BHS,1982,YR1982,143322,6076144353,232177,173137,74.571,71.777,65.233,68.436,null,null,2.815685019,null,48.27,null,null,null,32687,1151,6
"Bahamas, The",BHS,1983,YR1983,146906,6294706417,236586,178114,75.285,72.237,66.147,69.161,null,null,2.834060611,null,46.41,null,null,null,32664,1555,6
"Bahamas, The",BHS,1984,YR1984,150304,7186738619,241166,183255,75.987,72.77,66.036,69.351,null,null,2.845483079,null,48.79,null,null,null,30570,1565,6
"Bahamas, The",BHS,1985,YR1985,153626,7533799171,245935,188568,76.674,72.89,65.763,69.257,null,null,2.858005902,null,48.52,null,null,null,32914,1561,6
"Bahamas, The",BHS,1986,YR1986,157109,7669181560,250804,193989,77.347,72.885,65.803,69.285,null,null,2.834277188,null,46.92,null,null,null,32848,1767,6
"Bahamas, The",BHS,1987,YR1987,160689,7898069767,255618,199400,78.007,72.433,65.511,68.924,null,null,2.75114011,null,49.54,null,null,null,null,null,6
"Bahamas, The",BHS,1988,YR1988,164374,8080492089,260452,204856,78.654,72.681,65.811,69.215,null,null,2.699443576,null,50.43,null,null,null,null,null,6
"Bahamas, The",BHS,1989,YR1989,168171,8624093442,265493,210493,79.284,72.842,66.349,69.598,null,null,2.714510512,null,53.5,null,null,null,null,null,6
"Bahamas, The",BHS,1990,YR1990,172109,8486431429,270679,216105,79.838,73.383,66.845,70.133,null,null,2.631200227,2.324130169,53.34,null,null,null,32899,null,6
"Bahamas, The",BHS,1991,YR1991,176173,8131547131,276058,221031,80.067,73.592,65.766,69.616,null,null,2.253856249,null,47.94,null,null,null,32873,null,6
"Bahamas, The",BHS,1992,YR1992,180261,7820468130,281973,226405,80.293,73.859,67.421,70.668,null,null,2.402246772,null,48.01,null,null,null,33374,null,6
"Bahamas, The",BHS,1993,YR1993,184171,7844540023,288164,232024,80.518,73.9,67.371,70.656,null,null,2.45153837,null,48.21,null,null,null,33917,null,6
"Bahamas, The",BHS,1994,YR1994,187886,8091557969,293997,237373,80.74,74.025,67.626,70.851,null,null,2.279192902,null,47.14,null,null,null,33343,1581,6
"Bahamas, The",BHS,1995,YR1995,191717,8445867233,299554,242522,80.961,74.038,67.459,70.763,null,null,2.14596843,null,60.39,null,null,null,33175,1485,6
"Bahamas, The",BHS,1996,YR1996,195678,8802581005,304933,247545,81.18,73.989,67.409,70.71,null,null,2.049995575,null,68.35,null,null,null,34378,null,6
"Bahamas, The",BHS,1997,YR1997,199611,9407823537,310171,252467,81.396,74.424,67.667,71.054,null,null,1.968816344,null,64.67,null,null,null,33512,null,6
"Bahamas, The",BHS,1998,YR1998,203552,8984133114,315398,257399,81.611,74.671,68.19,71.456,null,null,1.934686305,null,79.58,null,null,null,33999,null,6
"Bahamas, The",BHS,1999,YR1999,207468,10079974393,320272,262059,81.824,74.904,68.571,71.771,null,null,1.79422591,null,81.6,null,null,null,33780,2406,6
"Bahamas, The",BHS,2000,YR2000,211553,10498216123,325014,266534,82.007,75.187,68.826,72.041,0.124304935,800,1.693214596,3.359666906,63.68,null,0.356160015,2.232840061,null,null,6
"Bahamas, The",BHS,2001,YR2001,215637,10773811051,329626,270455,82.049,75.371,68.794,72.11,0.129041047,780,1.460391065,null,66.88,null,null,null,null,null,6
"Bahamas, The",BHS,2002,YR2002,219413,11065207190,334002,274189,82.092,75.483,68.922,72.232,0.134612146,740,1.371192377,null,65.67,null,null,null,34153,2029,6
"Bahamas, The",BHS,2003,YR2003,223145,10925284736,338490,278015,82.134,75.666,69.078,72.402,0.140402618,710,1.385741945,null,71.61,null,null,null,null,null,6
"Bahamas, The",BHS,2004,YR2004,226968,11021726614,343089,281937,82.176,75.705,69.183,72.478,0.148327609,670,1.400857265,null,75.28,null,null,null,36070,2150,6
"Bahamas, The",BHS,2005,YR2005,230842,11395942899,347804,285957,82.218,76.028,69.434,72.765,0.15140191,660,1.415780814,null,75.13,null,null,null,37050,null,6
"Bahamas, The",BHS,2006,YR2006,234771,11682762136,352664,290101,82.26,76.176,69.473,72.855,0.135250909,740,1.438768834,null,77.88,null,null,null,35921,2335,6
"Bahamas, The",BHS,2007,YR2007,238826,11851780615,357666,294366,82.302,75.87,69.417,72.678,0.146564204,680,1.459475285,null,81.45,null,null,null,37122,2420,6
"Bahamas, The",BHS,2008,YR2008,242945,11576403634,362795,298736,82.343,75.962,69.319,72.667,0.176636284,570,1.473634917,null,81.51,null,null,null,36833,2333,6
"Bahamas, The",BHS,2009,YR2009,246947,11092995528,368057,303224,82.385,76.071,69.068,72.579,0.182564195,550,1.491156609,null,78.63,null,null,null,34865,2683,6
"Bahamas, The",BHS,2010,YR2010,251619,11263648615,373272,307677,82.427,76.149,69.278,72.731,0.134823986,740,1.457872509,null,92.69,null,12.68758965,null,33977,2402,6
"Bahamas, The",BHS,2011,YR2011,256712,11332738052,377950,311718,82.476,75.762,69.301,72.564,0.171822547,580,1.304840154,null,95.65,null,null,2.34986043,36347,1996,6
"Bahamas, The",BHS,2012,YR2012,261229,11682565983,382061,315323,82.532,75.922,69.509,72.753,0.173235575,580,1.149857735,null,93.88,null,null,2.452630043,34283,1634,6
"Bahamas, The",BHS,2013,YR2013,265486,11348059778,385650,318531,82.596,76.295,69.684,73.024,0.112553463,890,1.012229123,null,95.05,null,null,2.472421408,31520,1803,6
"Bahamas, The",BHS,2014,YR2014,269650,11557692820,389131,321687,82.668,76.639,70.013,73.366,0.166097807,600,0.985922159,null,98.78,null,null,2.448431969,31705,1743,6
"Bahamas, The",BHS,2015,YR2015,273695,11672900000,392697,324941,82.746,76.372,69.76,73.104,0.115620708,870,1.006460428,4.037678044,100.28,null,null,2.399080276,32719,1555,6
"Bahamas, The",BHS,2016,YR2016,277677,11665077658,395976,327995,82.832,76.938,70.067,73.537,0.108769947,920,0.935473698,null,100.94,null,null,2.603868723,30655,1611,6
"Bahamas, The",BHS,2017,YR2017,281561,11946825776,399020,330887,82.925,77.17,70.04,73.632,0.106133757,940,0.8778563,null,100.71,null,null,2.806545019,null,1555,6
"Bahamas, The",BHS,2018,YR2018,285172,12129998960,401906,333682,83.025,77.32,70.225,73.806,0.105839068,950,0.841151627,null,101.85,null,null,2.566341162,29504,1517,6
"Bahamas, The",BHS,2019,YR2019,288381,12039754437,404557,336316,83.132,73.83,68.445,71.205,0.111411693,900,0.786275055,null,99.87,null,null,2.700974464,30207,1482,6
"Bahamas, The",BHS,2020,YR2020,290849,9209427737,406471,338367,83.245,76.27,69.102,72.677,0.105924961,940,0.607991106,null,99.94,null,null,2.866807222,null,null,6
